Molecule,Upper Manifold,J',Sym',#',Lower Manifold,"J""","Sym""","#""",Position,Intensity,Eupper,Elower,Spol,A,Width,Branch,Label
AsymmetricTop,Excited,18,E-,9,Ground,18,E+,9,4.63405806971593,1.49293231970881E-5,197.573132804139,192.939074734423,0.684927085616218,1.73320715932084E-6,0,"rQ16,2(18)",Excited v=1 18 17  1 - Ground v=0 18 16  2
AsymmetricTop,Excited,18,E-,9,Ground,18,E+,10,-26.3462773926784,4.29260448534937E-6,197.573132804139,223.919410196817,0.351341733572392,0.000163383892483399,0,"pQ18,0(18)",Excited v=1 18 17  1 - Ground v=0 18 18  0
AsymmetricTop,Excited,19,E+,1,Ground,18,E+,1,3.55465020434771,0.00134593734225452,70.6190572354141,67.0644070310664,5.87704880805097,6.36808342364866E-6,0,"rR0,18(18)",Excited v=1 19  1 19 - Ground v=0 18  0 18
AsymmetricTop,Excited,19,E+,2,Ground,18,E+,1,15.6079971512413,6.95832346091382E-6,82.6724041823076,67.0644070310664,0.0303835886843708,2.78701582742016E-6,0,"tR0,18(18)",Excited v=1 19  3 17 - Ground v=0 18  0 18
AsymmetricTop,Excited,19,E+,1,Ground,18,E+,2,-8.34738171206601,1.35362703995889E-6,70.6190572354141,78.9664389474801,0.00738275006552555,1.03592382690422E-7,0,"pR2,16(18)",Excited v=1 19  1 19 - Ground v=0 18  2 16
AsymmetricTop,Excited,19,E+,2,Ground,18,E+,2,3.70596523482756,0.00073108468601583,82.6724041823076,78.9664389474801,3.98737270626036,4.89609335613524E-6,0,"rR2,16(18)",Excited v=1 19  3 17 - Ground v=0 18  2 16
AsymmetricTop,Excited,19,E+,3,Ground,18,E+,2,13.4263110512039,3.24879876753979E-5,92.392749998684,78.9664389474801,0.177191121379062,1.03459626285356E-5,0,"tR2,16(18)",Excited v=1 19  5 15 - Ground v=0 18  2 16
AsymmetricTop,Excited,19,E+,2,Ground,18,E+,3,-4.2657049824226,1.26456865745742E-5,82.6724041823076,86.9381091647302,0.0800481799786316,1.49893481243327E-7,0,"pR4,14(18)",Excited v=1 19  3 17 - Ground v=0 18  4 14
AsymmetricTop,Excited,19,E+,3,Ground,18,E+,3,5.45464083395376,0.000303413354655346,92.392749998684,86.9381091647302,1.92063014357837,7.51970934139979E-6,0,"rR4,14(18)",Excited v=1 19  5 15 - Ground v=0 18  4 14
AsymmetricTop,Excited,19,E+,4,Ground,18,E+,3,15.5217615653386,9.79254170907582E-6,102.459870730069,86.9381091647302,0.061987550976666,5.59224689963912E-6,0,"tR4,14(18)",Excited v=1 19  7 13 - Ground v=0 18  4 14
AsymmetricTop,Excited,19,E+,3,Ground,18,E+,4,-1.33737602909788,8.64548353457551E-5,92.392749998684,93.7301260277819,0.621320070226875,3.58537695154882E-8,0,"pR6,12(18)",Excited v=1 19  5 15 - Ground v=0 18  6 12
AsymmetricTop,Excited,19,E+,4,Ground,18,E+,4,8.72974470228695,0.000296420513418218,102.459870730069,93.7301260277819,2.13026852086575,3.41898987533432E-5,0,"rR6,12(18)",Excited v=1 19  7 13 - Ground v=0 18  6 12
AsymmetricTop,Excited,19,E+,5,Ground,18,E+,4,22.2020700247431,1.33661432563073E-6,115.932196052525,93.7301260277819,0.00960577049676731,2.53612961765484E-6,0,"tR6,12(18)",Excited v=1 19  9 11 - Ground v=0 18  6 12
AsymmetricTop,Excited,19,E+,4,Ground,18,E+,5,-3.39326222756348,6.64582841421819E-5,102.459870730069,105.853132957632,0.5990362658759,5.6463035083072E-7,0,"pR8,10(18)",Excited v=1 19  7 13 - Ground v=0 18  8 10
AsymmetricTop,Excited,19,E+,5,Ground,18,E+,5,10.0790630948926,0.000318147654034187,115.932196052525,105.853132957632,2.86769339789277,7.08356761374027E-5,0,"rR8,10(18)",Excited v=1 19  9 11 - Ground v=0 18  8 10
AsymmetricTop,Excited,19,E+,5,Ground,18,E+,6,-6.10524304740528,3.44740743814575E-5,115.932196052525,122.03743909993,0.420466929453413,2.30833880277613E-6,0,"pR10,8(18)",Excited v=1 19  9 11 - Ground v=0 18 10  8
AsymmetricTop,Excited,19,E+,6,Ground,18,E+,6,11.0288617686555,0.000287924627657736,133.066300868586,122.03743909993,3.5117051371909,0.000113649874080603,0,"rR10,8(18)",Excited v=1 19 11  9 - Ground v=0 18 10  8
AsymmetricTop,Excited,19,E+,6,Ground,18,E+,7,-8.91437748762081,1.49235473852297E-5,133.066300868586,141.980678356207,0.264210567230033,4.51525290995408E-6,0,"pR12,6(18)",Excited v=1 19 11  9 - Ground v=0 18 12  6
AsymmetricTop,Excited,19,E+,7,Ground,18,E+,7,11.7713312838202,0.000234032183605663,153.752009640027,141.980678356207,4.14336982919586,0.000163038166189309,0,"rR12,6(18)",Excited v=1 19 13  7 - Ground v=0 18 12  6
AsymmetricTop,Excited,19,E+,7,Ground,18,E+,8,-11.8704572876011,5.16009094227519E-6,153.752009640027,165.622466927628,0.142098008257325,5.73388759755202E-6,0,"pR14,4(18)",Excited v=1 19 13  7 - Ground v=0 18 14  4
AsymmetricTop,Excited,19,E+,8,Ground,18,E+,8,12.3233940122431,0.00017387005131587,177.945860939871,165.622466927628,4.78801406098675,0.000216174894381127,0,"rR14,4(18)",Excited v=1 19 15  5 - Ground v=0 18 14  4
AsymmetricTop,Excited,19,E+,8,Ground,18,E+,9,-14.9932137945521,1.24075340532906E-6,177.945860939871,192.939074734423,0.0569232511522148,4.62841970296893E-6,0,"pR16,2(18)",Excited v=1 19 15  5 - Ground v=0 18 16  2
AsymmetricTop,Excited,19,E+,9,Ground,18,E+,9,12.6899677053678,0.000118927030222086,205.629042439791,192.939074734423,5.4561310741061,0.000268983215554532,0,"rR16,2(18)",Excited v=1 19 17  3 - Ground v=0 18 16  2
AsymmetricTop,Excited,19,E+,10,Ground,18,E+,10,12.8728391159088,7.51747986342306E-5,236.792249312726,223.919410196817,6.15291815569083,0.000316637974159246,0,"rR18,0(18)",Excited v=1 19 19  1 - Ground v=0 18 18  0
AsymmetricTop,Excited,18,E+,1,Ground,18,E-,1,2.62272575030373,0.000199922342658725,69.6871661553205,67.0644404050168,0.872963444468845,4.00475928618578E-7,0,"pQ2,17(18)",Excited v=1 18  1 18 - Ground v=0 18  2 17
AsymmetricTop,Excited,18,E+,1,Ground,18,E-,2,-9.31557169689026,0.000317793098697389,69.6871661553205,79.0027378522108,1.734435569175,3.56540137732291E-5,0,"nQ4,15(18)",Excited v=1 18  1 18 - Ground v=0 18  4 15
AsymmetricTop,Excited,18,E+,2,Ground,18,E-,2,0.805952398708556,0.000472282189698132,79.8086902509193,79.0027378522108,2.57759854401465,3.43135121801416E-8,0,"pQ4,15(18)",Excited v=1 18  3 16 - Ground v=0 18  4 15
AsymmetricTop,Excited,18,E+,3,Ground,18,E-,2,9.85965253047911,4.2396619416442E-6,88.8623903826899,79.0027378522108,0.0231390187609686,5.6396413569012E-7,0,"rQ4,15(18)",Excited v=1 18  5 14 - Ground v=0 18  4 15
AsymmetricTop,Excited,18,E+,1,Ground,18,E-,3,-18.9640853420048,1.52735226368209E-6,69.6871661553205,88.6512514973253,0.00998275398169844,1.73128190540055E-6,0,"lQ6,13(18)",Excited v=1 18  1 18 - Ground v=0 18  6 13
AsymmetricTop,Excited,18,E+,2,Ground,18,E-,3,-8.84256124640602,0.000498237014233832,79.8086902509193,88.6512514973253,3.25647046587781,5.7253638547647E-5,0,"nQ6,13(18)",Excited v=1 18  3 16 - Ground v=0 18  6 13
AsymmetricTop,Excited,18,E+,3,Ground,18,E-,3,0.211138885364534,0.000529791249520079,88.8623903826899,88.6512514973253,3.46270852597263,8.28785851181101E-10,0,"pQ6,13(18)",Excited v=1 18  5 14 - Ground v=0 18  6 13
AsymmetricTop,Excited,18,E+,4,Ground,18,E-,3,11.9082155026808,2.210875541196E-6,100.559467000006,88.6512514973253,0.0144502529879433,6.20493484339498E-7,0,"rQ6,13(18)",Excited v=1 18  7 12 - Ground v=0 18  6 13
AsymmetricTop,Excited,18,E+,2,Ground,18,E-,4,-19.4013915213646,3.06307253290039E-6,79.8086902509193,99.2100817722839,0.0243867024179063,4.52869879686625E-6,0,"lQ8,11(18)",Excited v=1 18  3 16 - Ground v=0 18  8 11
AsymmetricTop,Excited,18,E+,3,Ground,18,E-,4,-10.347691389594,0.000413311681687327,88.8623903826899,99.2100817722839,3.29058776078322,9.27097905481521E-5,0,"nQ8,11(18)",Excited v=1 18  5 14 - Ground v=0 18  8 11
AsymmetricTop,Excited,18,E+,4,Ground,18,E-,4,1.34938522772225,0.000382556052105708,100.559467000006,99.2100817722839,3.04572630933985,1.90291963617378E-7,0,"pQ8,11(18)",Excited v=1 18  7 12 - Ground v=0 18  8 11
AsymmetricTop,Excited,18,E+,4,Ground,18,E-,5,-12.9090293893311,0.000270448570177328,100.559467000006,113.468496389337,2.81052313107332,0.000153740982109251,0,"nQ10,9(18)",Excited v=1 18  7 12 - Ground v=0 18 10  9
AsymmetricTop,Excited,18,E+,5,Ground,18,E-,5,2.46706952817598,0.000248308307729929,115.935565917513,113.468496389337,2.58043975627253,9.85279870900125E-7,0,"pQ10,9(18)",Excited v=1 18  9 10 - Ground v=0 18 10  9
AsymmetricTop,Excited,18,E+,5,Ground,18,E-,6,-15.6087838121037,0.000161112939410847,115.935565917513,131.544349729617,2.34702648877898,0.00022695873705729,0,"nQ12,7(18)",Excited v=1 18  9 10 - Ground v=0 18 12  7
AsymmetricTop,Excited,18,E+,6,Ground,18,E-,6,3.33729492684822,0.000144500128362172,134.881644656465,131.544349729617,2.1050179466538,1.98957944802489E-6,0,"pQ12,7(18)",Excited v=1 18 11  8 - Ground v=0 18 12  7
AsymmetricTop,Excited,18,E+,6,Ground,18,E-,7,-18.4595320075895,8.45628479994116E-5,134.881644656465,153.341176664055,1.85117669457883,0.00029609539416957,0,"nQ14,5(18)",Excited v=1 18 11  8 - Ground v=0 18 14  5
AsymmetricTop,Excited,18,E+,7,Ground,18,E-,7,4.00016731340423,7.23319541739439E-5,157.341343977459,153.341176664055,1.58342855057437,2.5772387951682E-6,0,"pQ14,5(18)",Excited v=1 18 13  6 - Ground v=0 18 14  5
AsymmetricTop,Excited,18,E+,7,Ground,18,E-,8,-21.4809435430653,3.6900075188857E-5,157.341343977459,178.822287520524,1.3003914291374,0.000327759944889995,0,"nQ16,3(18)",Excited v=1 18 13  6 - Ground v=0 18 16  3
AsymmetricTop,Excited,18,E+,8,Ground,18,E-,8,4.46983408383755,2.84077670864358E-5,183.292121604362,178.822287520524,1.0011149476272,2.27342102853352E-6,0,"pQ16,3(18)",Excited v=1 18 15  4 - Ground v=0 18 16  3
AsymmetricTop,Excited,18,E+,8,Ground,18,E-,9,-24.6795963751102,1.12732877515752E-5,183.292121604362,207.971717979472,0.684927077486557,0.000261806371886325,0,"nQ18,1(18)",Excited v=1 18 15  4 - Ground v=0 18 18  1
AsymmetricTop,Excited,18,E+,9,Ground,18,E-,9,4.75172255579361,5.7827710637833E-6,212.723440535265,207.971717979472,0.351341735594169,9.58527740101717E-7,0,"pQ18,1(18)",Excited v=1 18 17  2 - Ground v=0 18 18  1
AsymmetricTop,Excited,19,E-,1,Ground,18,E-,1,3.55460128084849,0.00134593591811442,70.6190416858653,67.0644404050168,5.87704625449087,6.36781772411211E-6,0,"pR2,17(18)",Excited v=1 19  1 18 - Ground v=0 18  2 17
AsymmetricTop,Excited,19,E-,2,Ground,18,E-,1,15.588296178438,6.96186810204461E-6,82.6527365834548,67.0644404050168,0.0303990853522215,2.7778916268277E-6,0,"rR2,17(18)",Excited v=1 19  3 16 - Ground v=0 18  2 17
AsymmetricTop,Excited,19,E-,1,Ground,18,E-,2,-8.3836961663455,1.35129976885279E-6,70.6190416858653,79.0027378522108,0.00737505752429196,1.04840923922354E-7,0,"nR4,15(18)",Excited v=1 19  1 18 - Ground v=0 18  4 15
AsymmetricTop,Excited,19,E-,2,Ground,18,E-,2,3.64999873124403,0.000729904673264261,82.6527365834548,79.0027378522108,3.98363788454098,4.67322649062169E-6,0,"pR4,15(18)",Excited v=1 19  3 16 - Ground v=0 18  4 15
