,"(0, 18, 0)","(1, 18, 0)","(2, 18, 0)","(3, 18, 0)","(4, 18, 0)","(5, 18, 0)","(6, 18, 0)","(7, 18, 0)","(8, 18, 0)","(9, 18, 0)","(0, 18, 1)","(1, 18, 1)","(2, 18, 1)","(3, 18, 1)","(4, 18, 1)","(5, 18, 1)","(6, 18, 1)","(7, 18, 1)","(8, 18, 1)","(0, 18, 2)","(1, 18, 2)","(2, 18, 2)","(3, 18, 2)","(4, 18, 2)","(5, 18, 2)","(6, 18, 2)","(7, 18, 2)","(8, 18, 2)","(0, 18, 3)","(1, 18, 3)","(2, 18, 3)","(3, 18, 3)","(4, 18, 3)","(5, 18, 3)","(6, 18, 3)","(7, 18, 3)","(8, 18, 3)","(0, 19, 0)","(1, 19, 0)","(2, 19, 0)","(3, 19, 0)","(4, 19, 0)","(5, 19, 0)","(6, 19, 0)","(7, 19, 0)","(8, 19, 0)","(0, 19, 1)","(1, 19, 1)","(2, 19, 1)","(3, 19, 1)","(4, 19, 1)","(5, 19, 1)","(6, 19, 1)","(7, 19, 1)","(8, 19, 1)","(9, 19, 1)","(0, 19, 2)","(1, 19, 2)","(2, 19, 2)","(3, 19, 2)","(4, 19, 2)","(5, 19, 2)","(6, 19, 2)","(7, 19, 2)","(8, 19, 2)","(9, 19, 2)","(0, 19, 3)","(1, 19, 3)","(2, 19, 3)","(3, 19, 3)","(4, 19, 3)","(5, 19, 3)","(6, 19, 3)","(7, 19, 3)","(8, 19, 3)","(9, 19, 3)"
"(1, 18, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.281075843391836+0j),(-2.7807904060190545+0j),(0.26347126934981147+0j),(-0.018806848553863387+0j),(0.0006760157571348291+0j),(-1.3229970283135106e-05+0j),(1.4181904210014418e-07+0j),(7.576630247675686e-10+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.14874528352691882+0j),(3.4570093210251978+0j),(0.8074466376249768+0j),(-0.21771200219856374+0j),(0.02025763388651461+0j),(0.0008410254572933651+0j),(1.935085945239945e-05+0j),(-2.535763125692536e-07+0j),(-1.802300869310769e-09+0j),0j
"(2, 18, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.1730555968431106+0j),(3.125605893988534+0j),(3.2230613951938247+0j),(-0.20820853735363665+0j),(0.007481436628250737+0j),(-0.00014641544639049098+0j),(1.569506289246514e-06+0j),(8.384507427759702e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.011771399230278753+0j),(0.41491822220867647+0j),(2.137129182913002+0j),(-2.0899917116108604+0j),(0.2239990280325549+0j),(0.009307577584374394+0j),(0.000214155033613328+0j),(-2.8063155900620584e-06+0j),(-1.994666050386673e-08+0j),0j
"(3, 18, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.016599219932818404+0j),(-0.27048113848227917+0j),(3.1419363314276594+0j),(3.0227765959600417+0j),(-0.10307169105189695+0j),(0.002017059398561949+0j),(-2.162195052421434e-05+0j),(-1.1550642755545765e-07+0j),(2.05715169942014e-10+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0011294279541019595+0j),(-0.039957713344625945+0j),(-0.26701146043746815+0j),(1.436858197560874+0j),(-2.749111070671301+0j),(-0.12820245779514128+0j),(-0.0029502582917964038+0j),(3.8660574274221315e-05+0j),(2.7479037802494166e-07+0j),(-8.723948197956327e-10+0j)
"(4, 18, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.0008324518347428422+0j),(0.013555366885357745+0j),(-0.1461510378612425+0j),(2.9037165403047394+0j),(2.7823225794377766+0j),(-0.05295713615834269+0j),(0.0005676712399057052+0j),(3.0325505789860832e-06+0j),(-5.4040013497326945e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-5.6640994074706394e-05+0j),(0.0020039377942720205+0j),(0.013419052302684586+0j),(-0.0753088633496592+0j),(1.2354287960089696+0j),(3.0955003730214115+0j),(0.07745428046639846+0j),(-0.0010150100049334532+0j),(-7.214453902015111e-06+0j),(2.2905348611855676e-08+0j)
"(5, 18, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(2.1948682985335755e-05+0j),(-0.00035740453554505835+0j),(0.003852929547240369+0j),(-0.07371839424515098+0j),(2.653503280730754+0j),(2.512977049646759+0j),(-0.026521746369381295+0j),(-0.00014168132890259228+0j),(2.524816902356962e-07+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1.4934139914062408e-06+0j),(-5.28364474076809e-05+0j),(-0.00035381232632406+0j),(0.0019857881518751327+0j),(-0.03307737346788972+0j),(-1.0075955101548746+0j),(-3.388337736877606+0j),(0.04742098324285231+0j),(0.0003370606308425693+0j),(-1.0701431451389594e-06+0j)
"(6, 18, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-3.1931138113130975e-07+0j),(5.19955255119664e-06+0j),(-5.605275215000982e-05+0j),(0.001072439179062995+0j),(-0.037809938416387856+0j),(2.3565929179851635+0j),(2.179514981954171+0j),(0.011544117390733025+0j),(-2.057207518945816e-05+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.1726229259893745e-08+0j),(7.686693647875054e-07+0j),(5.147292693900851e-06+0j),(-2.8889421220420347e-05+0j),(0.00048121672583367053+0j),(0.014753084245186475+0j),(0.7719484472979055+0j),(-3.6591932818961768+0j),(-0.027463442695812544+0j),(8.719465982646596e-05+0j)
"(7, 18, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.467870251036952e-09+0j),(4.018344951922659e-08+0j),(-4.3318987636223327e-07+0j),(8.288083465968904e-06+0j),(-0.00029220377758264367+0j),(0.01800192126225523+0j),(-1.9751390646981488+0j),(1.7330161009145189+0j),(-0.0030756249868200054+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.6784532596257618e-10+0j),(5.940420295426352e-09+0j),(3.977959836878875e-08+0j),(-2.2326485033885915e-07+0j),(3.71896566838531e-06+0j),(0.0001140157300248603+0j),(0.005981473368694548+0j),(-0.5333501670796712+0j),(-3.918700590607801+0j),(0.013036018636618477+0j)
"(8, 18, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.366006782514695e-10+0j),(1.4734246951871033e-09+0j),(-2.8191059245038022e-08+0j),(9.939002733383223e-07+0j),(-6.123159306315094e-05+0j),(0.006677404268049904+0j),(1.4334508148537894+0j),(1.0266572946901467+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.3527450578969258e-10+0j),(7.593717636308634e-10+0j),(-1.264962796261506e-08+0j),(-3.8781242189974124e-07+0j),(-2.0345351254654875e-05+0j),(0.0018158106220136408+0j),(0.2922458834739095+0j),(-4.171591426664051+0j)
"(0, 18, 3)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.6182985903585831+0j),(-2.281075843391836+0j),(-0.17305559684311053+0j),(0.016599219932818515+0j),(-0.0008324518347428977+0j),(2.1948682985342693e-05+0j),(-3.193113812700876e-07+0j),(-2.467870168203906e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(3.8583965702944636+0j),(-0.533267864662698+0j),(0.08962161554309103+0j),(-0.016469308561986182+0j),(-0.0009627890091150476+0j),(-2.9507946402274055e-05+0j),(5.129414014683198e-07+0j),(-5.009388908891466e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(1, 18, 3)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.07746789303964152+0j),(-2.7807904060190545+0j),(3.125605893988534+0j),(-0.27048113848227895+0j),(0.013555366885357523+0j),(-0.0003574045355452249+0j),(5.199552551210518e-06+0j),(4.0183449586880804e-08+0j),(-1.3660068367248035e-10+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.28025335927347833+0j),(2.912397419241153+0j),(-1.346940372246241+0j),(0.2678005767962904+0j),(0.015677656643012405+0j),(0.00048049688666523815+0j),(-8.35255317442607e-06+0j),(8.15720696753508e-08+0j),(4.039359484918348e-10+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(2, 18, 3)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.007907175748468616+0j),(0.26347126934981147+0j),(3.2230613951938247+0j),(3.14193633142766+0j),(-0.14615103786124273+0j),(0.003852929547240369+0j),(-5.6052752149926555e-05+0j),(-4.331898765044806e-07+0j),(1.4734247088480507e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.028648846167948674+0j),(-0.44386870092872643+0j),(1.5986097600185891+0j),(-2.5134986602486347+0j),(-0.16894587069788602+0j),(-0.005179900620196021+0j),(9.004305687174141e-05+0j),(-8.793707677728912e-07+0j),(-4.3550943398459885e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(3, 18, 3)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0005648079414694723+0j),(-0.018806848553863498+0j),(-0.2082085373536371+0j),(3.0227765959600417+0j),(2.9037165403047394+0j),(-0.07371839424515075+0j),(0.0010724391790632726+0j),(8.288083465913393e-06+0j),(-2.819105925371164e-08+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.002046410692596465+0j),(0.031855051623132735+0j),(-0.12704651986039028+0j),(1.3413699186515584+0j),(2.9330664874977477+0j),(0.09909766408410908+0j),(-0.0017227646519583362+0j),(1.6824715862517187e-05+0j),(8.332503281848272e-08+0j),(-1.3937292094620517e-10+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(4, 18, 3)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.0302180984838047e-05+0j),(0.0006760157571347736+0j),(0.007481436628250848+0j),(-0.10307169105189695+0j),(2.7823225794377766+0j),(2.653503280730754+0j),(-0.03780993841638763+0j),(-0.00029220377758261765+0j),(9.939002733382139e-07+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(7.355881448930374e-05+0j),(-0.001145059057212433+0j),(0.004568648933746297+0j),(-0.049412967166586+0j),(-1.1231220283891332+0j),(-3.2457842451440477+0j),(0.060736422153490045+0j),(-0.0005931703653977369+0j),(-2.93769750241645e-06+0j),(4.915322003693108e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(5, 18, 3)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(3.9732389024976084e-07+0j),(-1.3229970283246129e-05+0j),(-0.00014641544639049098+0j),(0.002017059398561949+0j),(-0.052957136158342716+0j),(2.512977049646759+0j),(2.3565929179851635+0j),(0.01800192126225523+0j),(-6.123159306315094e-05+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.4395833288927823e-06+0j),(2.2409385345242838e-05+0j),(-8.94108093822607e-05+0j),(0.0009670612619505636+0j),(0.022198688952961884+0j),(0.8902986113881635+0j),(-3.5256360519979464+0j),(0.03654348995217177+0j),(0.00018098385793954602+0j),(-3.0282364594771467e-07+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(6, 18, 3)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-4.259044711959342e-09+0j),(1.4181904210014418e-07+0j),(1.569506289239575e-06+0j),(-2.1621950524325362e-05+0j),(0.0005676712399056497+0j),(-0.026521746369381073+0j),(2.1795149819541715+0j),(-1.9751390646981488+0j),(0.006677404268049932+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1.5431623584007126e-08+0j),(-2.4021838969032205e-07+0j),(9.584428749872392e-07+0j),(-1.0366452881381202e-05+0j),(-0.00023796050719954165+0j),(-0.009583224139013496+0j),(0.6529119234735182+0j),(-3.7899923782642166+0j),(-0.019736559297419673+0j),(3.3023412417779085e-05+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(7, 18, 3)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(7.57662997011993e-10+0j),(8.384507470260427e-09+0j),(-1.1550642752596735e-07+0j),(3.032550578930572e-06+0j),(-0.00014168132890259228+0j),(0.01154411739073297+0j),(1.7330161009145189+0j),(1.4334508148537894+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.2832228151165442e-09+0j),(5.120061790774705e-09+0j),(-5.537851190248397e-08+0j),(-1.2712063658490598e-06+0j),(-5.119446243866772e-05+0j),(0.0034935035849775684+0j),(-0.413242949864809+0j),(-4.045787097719543+0j),(0.007071582043435443+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(8, 18, 3)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(2.057151631115403e-10+0j),(-5.404001356644483e-09+0j),(2.524816902634518e-07+0j),(-2.0572075189478977e-05+0j),(-0.0030756249868200054+0j),(1.0266572946901467+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(2.265291022308675e-09+0j),(9.123052467526594e-08+0j),(-6.225563527721037e-06+0j),(0.0007367722690790277+0j),(0.16873460937151544+0j),(-4.296365262642671+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(0, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(3.858453593078935+0j),(0.28370464671119844+0j),(-0.0553443535268944+0j),(0.008316956086928597+0j),(-0.00042035134704150254+0j),(1.1083321476966414e-05+0j),(-1.6124106167034104e-07+0j),(-1.2461725971339536e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.6187474991890742+0j),(2.282206365388036+0j),(0.16400730231607347+0j),(-0.016909495698193167+0j),(0.0009734105555296579+0j),(-2.9832001614667203e-05+0j),(5.18574303564473e-07+0j),(-5.064321749286005e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(1, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.5300255942922325+0j),(-2.942885279157056+0j),(0.9337542383162147+0j),(-0.14483493799014255+0j),(0.00732297194898654+0j),(-0.00019308350893517887+0j),(2.8089957678934657e-06+0j),(2.170863955231698e-08+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.07266212275434815+0j),(2.7870801629371407+0j),(-3.1642631143449997+0j),(0.29482117422640886+0j),(-0.016957904400303647+0j),(0.0005197058956403766+0j),(-9.034129082458042e-06+0j),(8.822825919158062e-08+0j),(4.3686771431308835e-10+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(2, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.05406438884677659+0j),(0.7255800076685864+0j),(-2.2959898763450086+0j),(1.4207239756308687+0j),(-0.0745674180287762+0j),(0.0019662503263554315+0j),(-2.8605183483814203e-05+0j),(-2.2106812185094388e-07+0j),(7.520132075649472e-10+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.007372726414193266+0j),(-0.2637658537998575+0j),(-3.319673965918877+0j),(-3.266736291127233+0j),(0.17272447527419832+0j),(-0.005292384071474587+0j),(9.199832989492673e-05+0j),(-8.98466050031077e-07+0j),(-4.4496123582579705e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(3, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.004367635982440159+0j),(-0.0594651112121814+0j),(0.241723110627161+0j),(-2.749903030675865+0j),(1.2353950607852497+0j),(-0.03307654045479609+0j),(0.0004812046086637902+0j),(3.718871950359132e-06+0j),(-1.2649404791930654e-08+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.000595580148645275+0j),(0.021293060667410435+0j),(0.24081756635256468+0j),(-3.151343023569744+0j),(-3.0344240120204753+0j),(0.08903287980690144+0j),(-0.001547622333920723+0j),(1.5114255569138868e-05+0j),(7.485382380904501e-08+0j),(-1.2528087405374103e-10+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(4, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.00018113821983997344+0j),(0.0024663584344934153+0j),(-0.010039610445583824+0j),(0.12823399049858342+0j),(-3.0955015019534877+0j),(1.0075954834106593+0j),(-0.0147530838714008+0j),(-0.00011401572720683595+0j),(3.878124324585897e-07+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.4700387132255835e-05+0j),(-0.000883080370527034+0j),(-0.009982477141417756+0j),(0.1230230414999054+0j),(-2.9178373599597967+0j),(-2.796632321080309+0j),(0.04744835621791535+0j),(-0.00046338321386607886+0j),(-2.2949218955678214e-06+0j),(3.839877962919327e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(5, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-4.1677384209374765e-06+0j),(-5.674748341847474e-05+0j),(0.00023099793320485729+0j),(-0.0029509828594807552+0j),(0.07745430567834571+0j),(-3.388337737414115+0j),(0.7719484472906338+0j),(0.005981473368861657+0j),(-2.0345351192344387e-05+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(5.683214480490043e-07+0j),(2.0318451109613278e-05+0j),(0.00022968276498142037+0j),(-0.0028303641537466007+0j),(0.06500662994694537+0j),(-2.6666881037056713+0j),(-2.524386499349447+0j),(0.024309961296067845+0j),(0.00012039581500744405+0j),(-2.0144721726993072e-07+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(6, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(5.461453329380986e-08+0j),(7.436263916478503e-07+0j),(-3.027027222723272e-06+0j),(3.867006930421621e-05+0j),(-0.001015010335281656+0j),(0.04742098324963272+0j),(-3.659193281896375+0j),(-0.533350167079756+0j),(0.0018158106219561465+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-7.447285688307048e-09+0j),(-2.6625565711924093e-07+0j),(-3.009792993446947e-06+0j),(3.7089461698044945e-05+0j),(-0.0008518435533830596+0j),(0.03430586213133131+0j),(-2.3659527193430088+0j),(-2.1867723453281305+0j),(-0.010745257538000664+0j),(1.7979051399180883e-05+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(7, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(3.8825458879799754e-10+0j),(5.285531593565013e-09+0j),(-2.1515378992309486e-08+0j),(2.748577638766146e-07+0j),(-7.2144562728203776e-06+0j),(0.00033706063111716187+0j),(-0.027463442695916534+0j),(-3.918700590607646+0j),(0.29224588347393954+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.8924560972119475e-09+0j),(-2.139288686128782e-08+0j),(2.636231813471501e-07+0j),(-6.054704782969961e-06+0j),(0.00024383739492669313+0j),(-0.016639441139737664+0j),(1.9803805888613528+0j),(-1.7364255162109798+0j),(0.0028942586935245393+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(8, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-8.727224852077969e-10+0j),(2.2905397002421048e-08+0j),(-1.070143080422654e-06+0j),(8.719465975457396e-05+0j),(0.013036018636648487+0j),(-4.171591426664057+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-8.369005425733905e-10+0j),(1.9223120026985382e-08+0j),(-7.741659312491991e-07+0j),(5.28289975738275e-05+0j),(-0.006252115494140126+0j),(-1.4352927625488816+0j),(-1.0272890976026086+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(0, 19, 1)",(-4.198945866773165+0j),(-0.14882283778080962+0j),(-0.013827172419340802+0j),(0.003547495922095547+0j),(-0.00027575826517694906+0j),(9.91673094744884e-06+0j),(-1.9407559569736398e-07+0j),(2.080504626115695e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.6187474991890747+0j),(0.07266212275434812+0j),(-0.007372726414193245+0j),(0.0005955801486453097+0j),(-2.470038713217257e-05+0j),(5.68321448022116e-07+0j),(-7.447285577284746e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(1, 19, 1)",(-0.3019119034926458+0j),(-3.4586294914962386+0j),(-0.4900453643548652+0j),(0.12678696437829648+0j),(-0.009858808198156377+0j),(0.0003545398019905374+0j),(-6.938527151244267e-06+0j),(7.437778620767149e-08+0j),(3.9736927218484135e-10+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(2.2822063653880353+0j),(2.7870801629371407+0j),(-0.2637658537998574+0j),(0.021293060667410546+0j),(-0.0008830803705267565+0j),(2.03184511095994e-05+0j),(-2.662556571469965e-07+0j),(-1.8924560967782666e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(2, 19, 1)",(-0.022591518049442674+0j),(-0.7290908930976678+0j),(-2.400393806925494+0j),(1.3652691855049452+0j),(-0.11142277400678191+0j),(0.0040077692956667355+0j),(-7.843413311260303e-05+0j),(8.407778299746906e-07+0j),(4.491513506282331e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.16400730231607377+0j),(-3.1642631143449997+0j),(-3.319673965918877+0j),(0.24081756635256424+0j),(-0.009982477141417978+0j),(0.00022968276498130935+0j),(-3.009792993502458e-06+0j),(-2.1392886779755815e-08+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(3, 19, 1)",(0.0023298425376313756+0j),(0.07610430588918934+0j),(0.4312339684070361+0j),(-2.5280043143481796+0j),(1.3405627886788687+0j),(-0.04938622918632779+0j),(0.0009665381261776892+0j),(-1.036084507282601e-05+0j),(-5.534852356607134e-08+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.016909495698193194+0j),(0.29482117422640886+0j),(-3.2667362911272333+0j),(-3.151343023569744+0j),(0.12302304149990584+0j),(-0.0028303641537463786+0j),(3.7089461697920045e-05+0j),(2.636231813749057e-07+0j),(-8.369004870622393e-10+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
