frequency,intensity,lower_state,upper_state
-35.18584218141942,0.000548860697391958,"(5, 29, 0)","(5, 28, 1)"
-35.15648441868066,0.0010771945146426547,"(8, 23, 3)","(7, 22, 2)"
-35.15648441867987,0.001077194514642599,"(7, 23, 0)","(7, 22, 1)"
-35.10513522361887,0.00012447885696705293,"(3, 28, 2)","(2, 27, 3)"
-35.050068113683466,6.870866571107167e-06,"(5, 28, 2)","(3, 28, 3)"
-35.029964263562476,4.743499034187403e-05,"(10, 25, 2)","(10, 25, 3)"
-35.02996426356236,4.74349903418761e-05,"(10, 25, 1)","(9, 25, 0)"
-35.01489960212234,5.80439643936056e-05,"(10, 28, 0)","(9, 28, 1)"
-35.014899602122284,5.804396439361717e-05,"(9, 28, 3)","(9, 28, 2)"
-34.99903231423403,0.0008433050880572165,"(7, 26, 0)","(6, 25, 1)"
-34.999032211501486,0.0008433050888342094,"(6, 26, 3)","(6, 25, 2)"
-34.998638408407515,2.5767239792107855e-06,"(3, 19, 0)","(1, 18, 1)"
-34.98552194938597,2.251041455154665e-07,"(4, 20, 2)","(1, 20, 3)"
-34.951015530792134,1.926093614490968e-06,"(5, 20, 3)","(4, 20, 2)"
-34.95071348240515,1.926102851196299e-06,"(6, 20, 0)","(4, 20, 1)"
-34.938693276793444,7.557730157662569e-07,"(5, 13, 2)","(3, 12, 3)"
-34.938692270235116,7.557730298056375e-07,"(5, 13, 1)","(4, 12, 0)"
-34.92192036499401,0.0012577304281596853,"(8, 21, 2)","(7, 20, 3)"
-34.921920364993866,0.0012577304281597217,"(8, 21, 1)","(8, 20, 0)"
-34.8367337072649,0.0004603187439304619,"(5, 30, 1)","(4, 29, 0)"
-34.82925083964679,2.500069145204215e-06,"(4, 26, 1)","(2, 26, 0)"
-34.82481253150845,2.6980935190503346e-07,"(3, 17, 2)","(0, 16, 3)"
-34.82268253703515,0.0013996611150080274,"(9, 19, 3)","(8, 18, 2)"
-34.82268253703512,0.0013996611150080287,"(8, 19, 0)","(8, 18, 1)"
-34.812804882399675,2.4550870563611187e-05,"(4, 22, 2)","(3, 21, 3)"
-34.81188944863433,0.0004605416260000586,"(5, 30, 2)","(5, 29, 3)"
-34.789304843711676,6.993892915116615e-07,"(3, 25, 2)","(1, 25, 3)"
-34.782179735915605,2.1596650508286775e-05,"(4, 21, 2)","(2, 20, 3)"
-34.77987996022587,6.4599308561434195e-06,"(5, 17, 3)","(3, 16, 2)"
-34.7765847535924,6.460502037934928e-06,"(4, 17, 0)","(3, 16, 1)"
-34.69411451420521,8.464002320504248e-05,"(2, 27, 1)","(1, 26, 0)"
-34.69181234051834,1.8073992499379397e-06,"(4, 26, 0)","(1, 26, 1)"
-34.68385590767874,1.2321455383448836e-07,"(4, 15, 3)","(1, 14, 2)"
-34.6704783830547,4.106061099432631e-07,"(2, 20, 0)","(0, 19, 1)"
-34.647925288489034,8.478480108846831e-05,"(2, 27, 3)","(1, 26, 2)"
-34.5738662491531,7.114399792434388e-06,"(5, 30, 1)","(4, 30, 0)"
-34.57318225304064,6.981306373312763e-06,"(5, 27, 1)","(3, 27, 0)"
-34.56616919170082,3.2880540797390814e-06,"(2, 29, 0)","(1, 29, 1)"
-34.56128605335944,1.5702536792269166e-06,"(5, 19, 0)","(4, 19, 1)"
-34.56116901762067,1.570256537597579e-06,"(6, 19, 3)","(4, 19, 2)"
-34.55569149070405,5.077440795039684e-06,"(3, 30, 2)","(1, 30, 3)"
-34.55206449261067,6.340520607590906e-05,"(9, 30, 2)","(8, 30, 3)"
-34.5520644926101,6.340520607590693e-05,"(9, 30, 1)","(9, 30, 0)"
-34.54350674640554,0.0010777730163163133,"(7, 24, 1)","(6, 23, 0)"
-34.543506746197835,0.0010777730163181148,"(7, 24, 2)","(7, 23, 3)"
-34.5350260428537,0.0007849340364192017,"(6, 27, 2)","(5, 26, 3)"
-34.53501783975483,0.0007849341064417934,"(6, 27, 1)","(6, 26, 0)"
-34.51920177189146,1.7106382140058667e-06,"(2, 28, 2)","(0, 28, 3)"
-34.49220971060029,1.7121904274913217e-06,"(2, 28, 0)","(0, 28, 1)"
-34.48456476809136,7.118432300412234e-06,"(5, 29, 2)","(4, 29, 3)"
-34.47724947930361,8.186576893807372e-08,"(3, 17, 3)","(0, 16, 2)"
-34.476500746750844,4.7497973429669786e-05,"(10, 24, 2)","(9, 24, 3)"
-34.47650074675067,4.749797342966356e-05,"(10, 24, 1)","(10, 24, 0)"
-34.444751167167624,9.393317026821881e-08,"(13, 29, 3)","(12, 30, 2)"
-34.44475116716757,9.393317026830223e-08,"(12, 29, 0)","(12, 30, 1)"
-34.40311166158534,3.3098777898790775e-06,"(2, 29, 2)","(1, 29, 3)"
-34.39758120268091,2.046913643231771e-06,"(2, 20, 3)","(0, 19, 2)"
-34.396431444872974,6.598648964988387e-05,"(9, 27, 0)","(9, 27, 1)"
-34.39643144487286,6.598648964989417e-05,"(10, 27, 3)","(9, 27, 2)"
-34.35725582584749,5.610550685125319e-07,"(1, 27, 0)","(0, 27, 1)"
-34.3539556799785,5.611111941932716e-07,"(1, 27, 2)","(0, 27, 3)"
-34.33442203215773,7.136801741487168e-06,"(5, 28, 1)","(4, 28, 0)"
-34.32488602696634,3.641659606232264e-05,"(4, 23, 3)","(2, 22, 2)"
-34.3163633045841,4.386704880482632e-06,"(3, 20, 2)","(1, 19, 3)"
-34.27445286042091,1.8186439179034393e-07,"(4, 19, 1)","(1, 19, 0)"
-34.269730588406446,0.00012073867312289916,"(3, 27, 0)","(2, 26, 1)"
-34.25403537307612,2.2482192343142155e-05,"(4, 21, 1)","(3, 20, 0)"
-34.23788401462566,3.7987667374110416e-07,"(5, 12, 1)","(3, 11, 0)"
-34.23788381199978,3.7987667515088134e-07,"(5, 12, 2)","(4, 11, 3)"
-34.229197000263014,7.426166593757167e-08,"(13, 28, 0)","(12, 29, 1)"
-34.22919700026296,7.426166593751806e-08,"(12, 28, 3)","(12, 29, 2)"
-34.219345568137896,0.0013036574219706689,"(8, 22, 0)","(7, 21, 1)"
-34.21934556813778,0.0013036574219705726,"(7, 22, 3)","(7, 21, 2)"
-34.18560678581029,1.2217565144242082e-06,"(5, 18, 3)","(4, 18, 2)"
-34.18556422412725,1.2217573093634376e-06,"(6, 18, 0)","(4, 18, 1)"
-34.15000931244488,1.8444014617554797e-06,"(3, 18, 3)","(1, 17, 2)"
-34.125869536392514,0.0007026877956522564,"(6, 28, 0)","(5, 27, 1)"
-34.125461259726336,0.0007026917250290061,"(5, 28, 3)","(5, 27, 2)"
-34.122967278426785,6.954408120828751e-06,"(5, 26, 2)","(3, 26, 3)"
-34.12015498015012,7.118831526006625e-06,"(5, 27, 2)","(4, 27, 3)"
-34.112277175126835,2.3096948581407098e-05,"(1, 26, 2)","(0, 25, 3)"
-34.111989675719514,2.3097138485954294e-05,"(1, 26, 0)","(0, 25, 1)"
-34.082776236173515,3.1788017347373407e-07,"(3, 21, 0)","(1, 21, 1)"
-34.03537582059147,4.857078086082089e-08,"(13, 27, 3)","(12, 28, 2)"
-34.035375820591355,4.857078086085038e-08,"(12, 27, 0)","(12, 28, 1)"
-34.02950955806298,0.0014991751662706526,"(8, 20, 2)","(8, 19, 3)"
-34.029509558062955,0.0014991751662704969,"(8, 20, 1)","(7, 19, 0)"
-34.023407257838485,5.221668312000643e-06,"(5, 16, 0)","(3, 15, 1)"
-34.02208512181153,5.221847940005673e-06,"(4, 16, 3)","(3, 15, 2)"
-34.0211721229815,1.543221430433142e-07,"(3, 21, 1)","(0, 21, 0)"
-33.996400901053164,0.001046716814827046,"(7, 25, 3)","(6, 24, 2)"
-33.99640086834651,0.0010467168151289277,"(6, 25, 0)","(6, 24, 1)"
-33.99578120557035,0.00012650698755275515,"(2, 27, 0)","(1, 26, 1)"
-33.97521263113711,0.0016451924062137753,"(9, 18, 0)","(8, 17, 1)"
-33.975212631136856,0.0016451924062138273,"(8, 18, 3)","(8, 17, 2)"
-33.96268284496584,2.000632802852874e-05,"(4, 20, 1)","(2, 19, 0)"
-33.94500046341318,4.4270697882961755e-05,"(10, 23, 1)","(9, 23, 0)"
-33.94500046341312,4.4270697882961816e-05,"(10, 23, 2)","(10, 23, 3)"
-33.8912462080246,7.543449708652529e-05,"(9, 29, 1)","(8, 29, 0)"
-33.89124620802437,7.543449708652343e-05,"(9, 29, 2)","(9, 29, 3)"
-33.86916322148406,2.611595485107451e-06,"(2, 21, 2)","(0, 20, 3)"
-33.84893605413478,7.023438821466348e-06,"(5, 26, 1)","(4, 26, 0)"
-33.84215464962179,5.300749966126117e-06,"(3, 30, 0)","(1, 30, 1)"
-33.8249084043982,8.977000113927309e-07,"(5, 17, 0)","(4, 17, 1)"
-33.824893998827605,8.977002062512984e-07,"(6, 17, 3)","(4, 17, 2)"
-33.81449602063458,2.693466610720917e-06,"(4, 25, 2)","(2, 25, 3)"
-33.799774412607576,7.329258602640109e-05,"(9, 26, 3)","(9, 26, 2)"
-33.79977441260752,7.329258602639152e-05,"(10, 26, 0)","(9, 26, 1)"
-33.76448465496783,2.8493007237493224e-05,"(3, 23, 2)","(1, 22, 3)"
-33.76047199372013,0.0005986443334776775,"(5, 29, 2)","(4, 28, 3)"
-33.747846998709065,0.0005987841908390036,"(5, 29, 1)","(5, 28, 0)"
-33.743999547331526,7.853843048390216e-08,"(4, 14, 0)","(1, 13, 1)"
-33.70022591890363,2.3737241061317667e-07,"(3, 23, 3)","(0, 23, 2)"
-33.69225489025601,6.791464872099907e-06,"(5, 25, 1)","(3, 25, 0)"
-33.65980583137737,1.3637469681055668e-07,"(4, 18, 2)","(1, 18, 3)"
-33.65636034526918,0.00014385509258809967,"(3, 28, 0)","(2, 27, 1)"
-33.6441015235099,2.0407506780637857e-05,"(4, 20, 2)","(3, 19, 3)"
-33.64082450674752,6.119626869237612e-05,"(1, 26, 3)","(0, 25, 2)"
-33.63486590074764,6.120806289620707e-05,"(1, 26, 1)","(0, 25, 0)"
-33.61433390276838,1.082432172283341e-05,"(4, 30, 3)","(3, 30, 2)"
-33.59139808751257,0.00012941014546711898,"(2, 27, 2)","(1, 26, 3)"
-33.58431690702173,0.0013147663793571975,"(7, 23, 2)","(6, 22, 3)"
-33.584316906970884,0.0013147663793576167,"(7, 23, 1)","(7, 22, 0)"
-33.55645139113979,1.260372500167454e-07,"(5, 11, 2)","(3, 10, 3)"
-33.556451358985846,1.260372500873274e-07,"(5, 11, 1)","(4, 10, 0)"
-33.54433982173332,5.128258090323991e-07,"(2, 19, 1)","(0, 18, 0)"
-33.53646645387619,0.00015778912660164505,"(3, 27, 1)","(2, 26, 0)"
-33.53354729079416,6.825220849821869e-06,"(5, 25, 2)","(4, 25, 3)"
-33.512353776623684,0.0009839182241464259,"(6, 26, 1)","(5, 25, 0)"
-33.51235071425526,0.0009839182562252791,"(6, 26, 2)","(6, 25, 3)"
-33.48712348534929,0.0004708517185061244,"(5, 30, 0)","(4, 29, 1)"
-33.480043093511796,6.131735348289058e-07,"(5, 16, 3)","(4, 16, 2)"
-33.480038603976354,6.131735758104015e-07,"(6, 16, 0)","(4, 16, 1)"
-33.43649582142517,1.1725464357364538e-06,"(3, 17, 0)","(1, 16, 1)"
-33.43548543541726,3.6421362780367124e-05,"(10, 22, 2)","(9, 22, 3)"
-33.43548543541715,3.6421362780369726e-05,"(10, 22, 1)","(10, 22, 0)"
-33.41801015790571,4.4326253963781636e-08,"(5, 28, 0)","(2, 29, 1)"
-33.32092037874125,2.6357182429607854e-07,"(3, 16, 1)","(0, 15, 0)"
-33.304534574524496,0.0015650759164970692,"(8, 21, 3)","(7, 20, 2)"
-33.30453457452444,0.0015650759164969417,"(7, 21, 0)","(7, 20, 1)"
-33.28068659370621,4.027581780809805e-06,"(5, 15, 3)","(3, 14, 2)"
-33.28019593219109,4.027631956120402e-06,"(4, 15, 0)","(3, 14, 1)"
-33.27890304906413,1.1723036246878889e-05,"(3, 22, 0)","(1, 21, 1)"
-33.27591594897973,6.497491111942594e-06,"(5, 24, 2)","(3, 24, 3)"
-33.25795960586041,0.00012236892590731713,"(3, 26, 3)","(2, 25, 2)"
-33.25560774074032,0.0004741642810452324,"(4, 30, 3)","(4, 29, 2)"
-33.25205092010356,8.832342707418824e-05,"(9, 28, 1)","(9, 28, 0)"
-33.25205092010356,8.832342707419131e-05,"(9, 28, 2)","(8, 28, 3)"
-33.233958986069354,0.00017923177154338115,"(3, 29, 2)","(2, 28, 3)"
-33.224960345901934,7.91584367113915e-05,"(9, 25, 0)","(9, 25, 1)"
-33.22496034590182,7.915843671138612e-05,"(10, 25, 3)","(9, 25, 2)"
-33.18779043476698,6.513507185774735e-06,"(5, 24, 1)","(4, 24, 0)"
-33.17162332721955,1.8050842313168987e-05,"(4, 19, 2)","(2, 18, 3)"
-33.161757581361414,3.9106679400932866e-05,"(4, 22, 0)","(2, 21, 1)"
-33.15950189664011,0.0017734219822906731,"(8, 19, 2)","(7, 18, 3)"
-33.15950189663994,0.0017734219822907113,"(8, 19, 1)","(8, 18, 0)"
-33.151788735659835,3.797370453584628e-07,"(5, 15, 0)","(4, 15, 1)"
-33.151787465180576,3.797370524695371e-07,"(6, 15, 3)","(4, 15, 2)"
-33.133061477846,9.459626304867576e-08,"(4, 17, 1)","(1, 17, 0)"
-33.10816241100807,2.506175305684507e-06,"(4, 25, 3)","(1, 25, 2)"
-33.08828801744937,0.00024897429361942283,"(4, 30, 0)","(3, 29, 1)"
-33.08553439592612,0.0008909422699627722,"(6, 27, 3)","(5, 26, 2)"
-33.085358740288,0.0008909443528978542,"(5, 27, 0)","(5, 26, 1)"
-33.05111884205894,9.429504730209856e-06,"(3, 30, 3)","(2, 30, 2)"
-33.02382929631801,0.00010982108352608438,"(2, 26, 2)","(1, 25, 3)"
-33.01570746400853,0.0012879147850849064,"(7, 24, 0)","(6, 23, 1)"
-33.01570745421904,0.0012879147851944696,"(6, 24, 3)","(6, 23, 2)"
-32.9902708534286,1.8224563933719838e-05,"(4, 19, 1)","(3, 18, 0)"
-32.95322748149974,2.6779008518717486e-06,"(4, 24, 1)","(2, 24, 0)"
-32.947976596648346,2.2318935386567904e-05,"(10, 21, 2)","(10, 21, 3)"
-32.947976596648175,2.2318935386564776e-05,"(10, 21, 1)","(9, 21, 0)"
-32.94642461160666,0.00011016502658369991,"(2, 26, 0)","(1, 25, 1)"
-32.939388240062996,4.2358956283493776e-08,"(2, 21, 2)","(0, 21, 3)"
-32.9140073770468,1.9249651277153998e-07,"(7, 29, 3)","(5, 30, 2)"
-32.91044998850566,1.9250493516857527e-07,"(6, 29, 0)","(5, 30, 1)"
-32.8832312247039,4.492925118791048e-08,"(4, 13, 3)","(1, 12, 2)"
-32.87124285298039,3.3519889008097167e-07,"(3, 20, 3)","(1, 20, 2)"
-32.870681743509465,6.0819813094126146e-06,"(5, 23, 1)","(3, 23, 0)"
-32.84099572368106,6.675224949778833e-07,"(3, 16, 3)","(1, 15, 2)"
-32.84085495408887,2.040847141433199e-07,"(5, 14, 3)","(4, 14, 2)"
-32.84085463369084,2.0408471509953629e-07,"(6, 14, 0)","(4, 14, 1)"
-32.83437856454559,4.77423062295989e-06,"(3, 19, 1)","(1, 18, 0)"
-32.83171372224902,4.615674078529792e-06,"(2, 28, 3)","(1, 28, 2)"
-32.83001491770597,9.259466419763362e-05,"(8, 30, 3)","(8, 30, 2)"
-32.83001491768988,9.259466419763178e-05,"(9, 30, 0)","(8, 30, 1)"
-32.826040109819274,2.3547221571577174e-06,"(2, 27, 1)","(0, 27, 0)"
-32.8251705102079,7.225287708451367e-06,"(3, 29, 1)","(1, 29, 0)"
-32.823751956174135,6.089295127780737e-06,"(5, 23, 2)","(4, 23, 3)"
-32.82305966467064,1.893271867373665e-07,"(7, 28, 0)","(5, 29, 1)"
-32.82134383076749,1.8933104081052099e-07,"(6, 28, 3)","(5, 29, 2)"
-32.81158542996326,1.2201815843292723e-05,"(4, 29, 0)","(3, 29, 1)"
-32.78012764205096,2.3586200254579774e-06,"(2, 27, 3)","(0, 27, 2)"
-32.740841035839395,1.820745020337487e-07,"(7, 27, 3)","(5, 28, 2)"
-32.74004093395396,1.8207617713996434e-07,"(6, 27, 0)","(5, 28, 1)"
-32.72691819638018,1.1914277266568096e-06,"(3, 24, 1)","(1, 24, 0)"
-32.71417144014032,7.574270883142214e-07,"(1, 26, 3)","(0, 26, 2)"
-32.70822820478696,7.575702038060945e-07,"(1, 26, 1)","(0, 26, 0)"
-32.70521023408605,0.0007701275250998993,"(5, 28, 1)","(4, 27, 0)"
-32.69900756218979,0.0007702119994648797,"(5, 28, 2)","(5, 27, 3)"
-32.68460828323536,6.044697577818047e-08,"(4, 16, 2)","(1, 16, 3)"
-32.67201947070242,8.251482897251397e-05,"(9, 24, 3)","(9, 24, 2)"
-32.67201947070231,8.251482897249566e-05,"(10, 24, 0)","(9, 24, 1)"
-32.668465083349474,1.708585850847268e-07,"(7, 26, 0)","(5, 27, 1)"
-32.6681051173627,1.7085927330217468e-07,"(6, 26, 3)","(5, 27, 2)"
-32.64734176925114,0.0015905754094155773,"(7, 22, 1)","(6, 21, 0)"
-32.64734176923977,0.0015905754094156417,"(7, 22, 2)","(7, 21, 3)"
-32.63452340750143,0.0001016050471232737,"(9, 27, 1)","(8, 27, 0)"
-32.63452340750132,0.00010160504712328708,"(9, 27, 2)","(9, 27, 3)"
-32.606993188628365,1.5606043294650176e-07,"(7, 25, 3)","(5, 26, 2)"
-32.606837315334985,1.5606069877099578e-07,"(6, 25, 0)","(5, 26, 1)"
-32.57351663054396,4.670795938626602e-06,"(2, 28, 1)","(1, 28, 0)"
-32.57039747408493,0.00041631128220367324,"(4, 30, 1)","(3, 29, 0)"
-32.55741625945572,1.3831977299955547e-07,"(7, 24, 0)","(5, 25, 1)"
-32.55735148167523,1.3831986891092542e-07,"(6, 24, 3)","(5, 25, 2)"
-32.55283429235138,2.9273866484523795e-06,"(5, 14, 0)","(3, 13, 1)"
-32.552668039504844,2.927398768666935e-06,"(4, 14, 3)","(3, 13, 2)"
-32.55159472420084,1.2810266586990785e-05,"(4, 30, 2)","(2, 30, 3)"
-32.54788928163535,8.704292325521971e-08,"(5, 13, 0)","(4, 13, 1)"
-32.547889211490144,8.704292334386478e-08,"(6, 13, 3)","(4, 13, 2)"
-32.53856361681244,5.007408698417486e-08,"(5, 27, 3)","(2, 28, 2)"
-32.53452571863724,1.0441531616916223e-07,"(3, 16, 0)","(0, 15, 1)"
-32.52671023413778,2.6771826921467915e-06,"(2, 19, 0)","(0, 18, 1)"
-32.520649528479765,1.1850611483740572e-07,"(7, 23, 3)","(5, 24, 2)"
-32.52062378062922,1.1850614691760117e-07,"(6, 23, 0)","(5, 24, 1)"
-32.51752877369873,4.007710662846648e-08,"(7, 19, 3)","(5, 20, 2)"
-32.51752839914616,4.0077106777736635e-08,"(6, 19, 0)","(5, 20, 1)"
-32.51458950986951,2.9336163039455704e-05,"(1, 25, 1)","(0, 24, 0)"
-32.51404489991022,2.9336637448326588e-05,"(1, 25, 3)","(0, 24, 2)"
-32.511202585323105,0.0012222149365426,"(6, 25, 2)","(5, 24, 3)"
-32.511201497208106,0.0012222149504214756,"(6, 25, 1)","(6, 24, 0)"
-32.49753451100801,9.76616534624535e-08,"(7, 22, 0)","(5, 23, 1)"
-32.497524762210844,9.766166331590728e-08,"(6, 22, 3)","(5, 23, 2)"
-32.49529042721434,5.739313888670032e-08,"(7, 20, 0)","(5, 21, 1)"
-32.495289243714666,5.739313957306809e-08,"(6, 20, 3)","(5, 21, 2)"
-32.48884436314549,7.691806657367484e-08,"(7, 21, 3)","(5, 22, 2)"
-32.48884086414972,7.691806932196896e-08,"(6, 21, 0)","(5, 22, 1)"
-32.474832998149026,5.559645922810186e-06,"(5, 22, 2)","(3, 22, 3)"
-32.45088287028861,5.562831012775128e-06,"(5, 22, 1)","(4, 22, 0)"
-32.41207554396604,0.0018641123787538137,"(7, 20, 3)","(7, 19, 2)"
-32.41207554396604,0.0018641123787537504,"(8, 20, 0)","(7, 19, 1)"
-32.408235405302946,2.174344871210479e-07,"(12, 29, 1)","(12, 30, 0)"
-32.40823540530289,2.174344871210477e-07,"(12, 29, 2)","(11, 30, 3)"
-32.40219423310393,1.5846813450311698e-05,"(4, 18, 1)","(2, 17, 0)"
-32.401430691689896,1.9591275867764924e-07,"(3, 20, 2)","(0, 20, 3)"
-32.40018456676171,0.00011574213302918523,"(3, 25, 0)","(2, 24, 1)"
-32.38966875484124,0.0006208157473825599,"(5, 29, 3)","(4, 28, 2)"
-32.340069058098436,0.00016404470981679967,"(2, 26, 3)","(1, 25, 2)"
-32.338654500780784,3.4583412381671753e-07,"(3, 15, 0)","(1, 14, 1)"
-32.311908560186794,0.002082349312065472,"(8, 18, 2)","(8, 17, 3)"
-32.31190856018668,0.0020823493120655906,"(8, 18, 1)","(7, 17, 0)"
-32.304774941600726,1.5918691309482372e-05,"(4, 18, 2)","(3, 17, 3)"
-32.259143868603445,0.0006230307838440271,"(4, 29, 0)","(4, 28, 1)"
-32.246037913722944,2.4356664283609593e-06,"(4, 23, 2)","(2, 23, 3)"
-32.209814620995964,6.344822977059854e-07,"(2, 19, 3)","(0, 18, 2)"
-32.193431834299815,1.9102704368309978e-07,"(12, 28, 2)","(12, 29, 3)"
-32.1934318342997,1.910270436831769e-07,"(12, 28, 1)","(11, 29, 0)"
-32.17070382690554,0.00011086938523171546,"(8, 29, 0)","(8, 29, 1)"
-32.17070382690122,0.00011086938523171878,"(9, 29, 3)","(8, 29, 2)"
-32.14098048500307,8.198240717943697e-05,"(9, 23, 0)","(9, 23, 1)"
-32.14098048500256,8.19824071794235e-05,"(10, 23, 3)","(9, 23, 2)"
-32.104681979025514,1.3283047575050758e-05,"(4, 28, 3)","(3, 28, 2)"
-32.10408292944899,3.843625545643691e-05,"(3, 22, 1)","(1, 21, 0)"
-32.10278374947018,3.994216275805498e-05,"(4, 21, 3)","(2, 20, 2)"
-32.08782863012786,4.9507217275855145e-06,"(5, 21, 1)","(3, 21, 0)"
-32.076136087944164,4.952032378970481e-06,"(5, 21, 2)","(4, 21, 3)"
-32.06596932237099,0.0011188792966310799,"(6, 26, 0)","(5, 25, 1)"
-32.065896775689964,0.0011188803488272163,"(5, 26, 3)","(5, 25, 2)"
-32.05799229879895,0.0001939374564361523,"(3, 26, 2)","(2, 25, 3)"
-32.05702734699503,0.0015710980815626804,"(7, 23, 3)","(6, 22, 2)"
-32.057027344260575,0.0015710980815992306,"(6, 23, 0)","(6, 22, 1)"
-32.04358714816394,4.249587012833637e-08,"(4, 27, 2)","(1, 28, 3)"
-32.03870598629345,0.00011457621390358546,"(9, 26, 2)","(8, 26, 3)"
-32.03870598629334,0.00011457621390360255,"(9, 26, 1)","(9, 26, 0)"
-32.01592486771298,7.836945316917603e-05,"(1, 25, 0)","(0, 24, 1)"
-32.00530575908083,7.839795786014022e-05,"(1, 25, 2)","(0, 24, 3)"
-32.00030067745013,1.4994929998986826e-07,"(12, 27, 2)","(11, 28, 3)"
-32.000300677449786,1.499492999898526e-07,"(12, 27, 1)","(12, 28, 0)"
-31.932266028761894,2.3612380723113713e-07,"(3, 15, 2)","(0, 14, 3)"
-31.900927845290504,1.6580874419367665e-07,"(3, 14, 3)","(1, 13, 2)"
-31.840942051334714,1.964729574327354e-06,"(5, 13, 3)","(3, 12, 2)"
-31.840891523046935,1.964732009398891e-06,"(4, 13, 0)","(3, 12, 1)"
-31.828867765955465,9.73854537779024e-08,"(12, 26, 1)","(11, 27, 0)"
-31.828867765955295,9.738545377791404e-08,"(12, 26, 2)","(12, 27, 3)"
-31.80505627059074,7.799880375449522e-06,"(3, 29, 3)","(1, 29, 2)"
-31.78683480888955,5.352715139573503e-08,"(5, 26, 0)","(2, 27, 1)"
-31.777957729112345,3.303844596331166e-07,"(3, 19, 0)","(1, 19, 1)"
-31.73283658187421,0.00017100858774163937,"(2, 26, 1)","(1, 25, 0)"
-31.73262192614075,0.0019085259222091746,"(7, 21, 2)","(6, 20, 3)"
-31.73262192613845,0.001908525922209154,"(7, 21, 1)","(7, 20, 0)"
-31.709941243267508,4.280620765147835e-06,"(5, 20, 2)","(3, 20, 3)"
-31.704495470280463,4.281125610288123e-06,"(5, 20, 1)","(4, 20, 0)"
-31.698573167036557,3.2229144340272365e-06,"(4, 24, 0)","(1, 24, 1)"
-31.693894013997152,2.008100899303485e-06,"(4, 22, 1)","(2, 22, 0)"
-31.682473304335844,0.00010317521750405971,"(3, 24, 3)","(2, 23, 2)"
-31.679158325144215,4.186764929297057e-08,"(12, 25, 1)","(12, 26, 0)"
-31.67915832514393,4.1867649292977095e-08,"(12, 25, 2)","(11, 26, 3)"
-31.670367017647266,0.0009803693654742028,"(5, 27, 2)","(4, 26, 3)"
-31.66742586865115,0.000980418345959591,"(5, 27, 1)","(5, 26, 0)"
-31.649714596350435,1.350504769877382e-05,"(4, 17, 2)","(2, 16, 3)"
-31.631870634293307,7.58263688208599e-05,"(9, 22, 3)","(9, 22, 2)"
-31.631870634293307,7.58263688208765e-05,"(10, 22, 0)","(9, 22, 1)"
-31.606021896610685,0.00020183558136171355,"(3, 27, 3)","(2, 26, 2)"
-31.6003945979853,1.3533184541436144e-05,"(4, 17, 1)","(3, 16, 0)"
-31.593186400876448,4.978650610029684e-08,"(2, 19, 0)","(0, 19, 1)"
-31.541989518464504,0.0022031584821308103,"(7, 19, 0)","(7, 18, 1)"
-31.541989518464447,0.002203158482130994,"(8, 19, 3)","(7, 18, 2)"
-31.53286012874139,0.000130816623958362,"(8, 28, 3)","(8, 28, 2)"
-31.532860128740197,0.00013081662395834969,"(9, 28, 0)","(8, 28, 1)"
-31.53170186004826,0.0015046861134550647,"(6, 24, 1)","(5, 23, 0)"
-31.53170149390678,0.0015046861190976322,"(6, 24, 2)","(6, 23, 3)"
-31.507509719608066,1.3054138427233095e-05,"(3, 29, 0)","(2, 29, 1)"
-31.49960295672281,7.429782686703278e-08,"(3, 13, 0)","(1, 12, 1)"
-31.493702068165256,7.140246699592527e-07,"(2, 18, 2)","(0, 17, 3)"
-31.486738539961465,0.0024276175808344517,"(8, 17, 1)","(8, 16, 0)"
-31.486738539961436,0.0024276175808341303,"(8, 17, 2)","(7, 16, 3)"
-31.481392738577398,1.399974476099379e-05,"(4, 27, 0)","(3, 27, 1)"
-31.479747220589843,4.811405158737167e-06,"(3, 18, 2)","(1, 17, 3)"
-31.46463868265738,0.00012624364023669694,"(9, 25, 1)","(8, 25, 0)"
-31.46463868265738,0.00012624364023668122,"(9, 25, 2)","(9, 25, 3)"
-31.433754884564777,4.500406936191693e-06,"(2, 20, 1)","(0, 19, 0)"
-31.391973978650782,4.404355602061992e-07,"(3, 22, 0)","(0, 22, 1)"
-31.37560794797261,0.00014164979653116618,"(2, 25, 1)","(1, 24, 0)"
-31.36459516268073,1.615258073109906e-05,"(4, 29, 1)","(2, 29, 0)"
-31.34247905863475,0.00038439261764498914,"(4, 29, 3)","(3, 28, 2)"
-31.341945820602874,3.5788486055663855e-06,"(5, 19, 1)","(3, 19, 0)"
-31.339535189144158,3.5790287720921205e-06,"(5, 19, 2)","(4, 19, 3)"
-31.326193111825518,0.0008071112070168746,"(5, 28, 0)","(4, 27, 1)"
-31.303081973054162,0.000576281762168208,"(4, 29, 2)","(3, 28, 3)"
-31.294691338834596,1.4915570060791632e-06,"(4, 21, 2)","(2, 21, 3)"
-31.255147759514443,0.0008085510492426198,"(4, 28, 3)","(4, 27, 2)"
-31.248217133642044,0.0001424648058179107,"(2, 25, 3)","(1, 24, 2)"
-31.197280460153763,0.0002750179294458805,"(3, 28, 1)","(2, 27, 0)"
-31.15770435826022,5.405068293815748e-08,"(5, 25, 3)","(2, 26, 2)"
