,"(0, 18, 0)","(1, 18, 0)","(2, 18, 0)","(3, 18, 0)","(4, 18, 0)","(5, 18, 0)","(6, 18, 0)","(7, 18, 0)","(8, 18, 0)","(9, 18, 0)","(0, 18, 1)","(1, 18, 1)","(2, 18, 1)","(3, 18, 1)","(4, 18, 1)","(5, 18, 1)","(6, 18, 1)","(7, 18, 1)","(8, 18, 1)","(0, 18, 2)","(1, 18, 2)","(2, 18, 2)","(3, 18, 2)","(4, 18, 2)","(5, 18, 2)","(6, 18, 2)","(7, 18, 2)","(8, 18, 2)","(0, 18, 3)","(1, 18, 3)","(2, 18, 3)","(3, 18, 3)","(4, 18, 3)","(5, 18, 3)","(6, 18, 3)","(7, 18, 3)","(8, 18, 3)","(0, 19, 0)","(1, 19, 0)","(2, 19, 0)","(3, 19, 0)","(4, 19, 0)","(5, 19, 0)","(6, 19, 0)","(7, 19, 0)","(8, 19, 0)","(0, 19, 1)","(1, 19, 1)","(2, 19, 1)","(3, 19, 1)","(4, 19, 1)","(5, 19, 1)","(6, 19, 1)","(7, 19, 1)","(8, 19, 1)","(9, 19, 1)","(0, 19, 2)","(1, 19, 2)","(2, 19, 2)","(3, 19, 2)","(4, 19, 2)","(5, 19, 2)","(6, 19, 2)","(7, 19, 2)","(8, 19, 2)","(9, 19, 2)","(0, 19, 3)","(1, 19, 3)","(2, 19, 3)","(3, 19, 3)","(4, 19, 3)","(5, 19, 3)","(6, 19, 3)","(7, 19, 3)","(8, 19, 3)","(9, 19, 3)"
"(2, 18, 3)",(-0.009088063558173971+0j),(-0.29669265856748983+0j),(-1.6256118749647774+0j),(5.495666361895607+0j),(-0.8146621535740176+0j),(0.029405833953005125+0j),(-0.0005754895596457633+0j),(6.168983910338757e-06+0j),(3.2955268013693154e-08+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(3, 18, 3)",(0.0006491591602243283+0j),(0.021206905789678744+0j),(0.1208923502171344+0j),(-0.8186472341977843+0j),(7.824241951077067+0j),(-0.5620414207895329+0j),(0.011010652064771982+0j),(-0.00011802917393740379+0j),(-6.305224197844171e-07+0j),(1.1236187812516242e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(4, 18, 3)",(-2.3334209515052067e-05+0j),(-0.0007622901338567089+0j),(-0.004346178784658583+0j),(0.02954656566538716+0j),(-0.5620472184467337+0j),(9.917739971893896+0j),(-0.3880672094389786+0j),(0.004161223668838859+0j),(2.2229630171185382e-05+0j),(-3.961409429081933e-08+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(5, 18, 3)",(4.566622824532948e-07+0j),(1.491840361416566e-05+0j),(8.505693098383024e-05+0j),(-0.0005782436452181406+0j),(0.011010764716457061+0j),(-0.3880672125059998+0j),(11.957700254418985+0j),(-0.25633691773597106+0j),(-0.0013695093726465847+0j),(2.4405205699345756e-06+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(6, 18, 3)",(-4.895208904010021e-09+0j),(-1.599184357070717e-07+0j),(-9.117712532421032e-07+0j),(6.198506441036132e-06+0j),(-0.00011803038150823197+0j),(0.004161223701627319+0j),(-0.25633691773649864+0j),(13.978350819894846+0j),(0.149343478011894+0j),(-0.0002661426996239782+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(7, 18, 3)",0j,(-8.542976763994739e-10+0j),(-4.870763570826164e-09+0j),(3.3112977161929766e-08+0j),(-6.305288664347195e-07+0j),(2.2229630342287623e-05+0j),(-0.0013695093726518606+0j),(0.1493434780119063+0j),(15.990490421779455+0j),(-0.05699122819622562+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(8, 18, 3)",0j,0j,0j,0j,(1.1236290992633885e-09+0j),(-3.961409196262682e-08+0j),(2.440520570439315e-06+0j),(-0.00026614269962534515+0j),(-0.056991228196218865+0j),(17.998378614267633+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(0, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1.847976113059422+0j),(-2.4928310429723686+0j),(-0.2124498415736334+0j),(0.05605798455904112+0j),(-0.005210483658254358+0j),(-0.00021631958969052674+0j),(-4.977221478046442e-06+0j),(6.522216163485939e-08+0j),(4.6358618587889203e-10+0j),0j
"(1, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.08573803112989223+0j),(2.8424114586483458+0j),(3.131961221031707+0j),(-0.9683183358258923+0j),(0.09076796154718689+0j),(0.0037685221298916463+0j),(8.670860799344268e-05+0j),(-1.1362409707188775e-06+0j),(-8.076136471565881e-09+0j),0j
"(2, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.008700232414105294+0j),(-0.307605140902477+0j),(-1.95438532815933+0j),(5.347859150095997+0j),(-0.9199594680582219+0j),(-0.03837619570173095+0j),(-0.0008829901444618997+0j),(1.1570818679210843e-05+0j),(8.224267495651243e-08+0j),(-2.6111663374959204e-10+0j)
"(3, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.0007028187244660329+0j),(0.024865392444241595+0j),(0.16646467236876106+0j),(-0.9293447637479442+0j),(7.7791995302324874+0j),(0.6447074652266016+0j),(0.014853904973015633+0j),(-0.00019464763414356318+0j),(-1.3835098868114976e-06+0j),(4.392545624414458e-09+0j)
"(4, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(2.91478733778428e-05+0j),(-0.0010312412179627048+0j),(-0.00690556886420035+0j),(0.03875754941275853+0j),(-0.6447238690423207+0j),(-9.896319264576336+0j),(-0.45520183204194015+0j),(0.0059676402459952265+0j),(4.2416594734895875e-05+0j),(-1.346696227149819e-07+0j)
"(5, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-6.706520343270077e-07+0j),(2.372742650528194e-05+0j),(0.00015888759320688238+0j),(-0.0008917640518405026+0j),(0.014854279017637398+0j),(0.4552018436248523+0j),(11.945598316103707+0j),(-0.3130274130264982+0j),(-0.0022252523478705844+0j),(7.065015326533588e-06+0j)
"(6, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(8.78831585732691e-09+0j),(-3.1092730624859195e-07+0j),(-2.08208385595232e-06+0j),(1.1685793108718485e-05+0j),(-0.00019465253563086534+0j),(-0.005967640397203283+0j),(-0.3130274130293054+0j),(13.970807282209176+0j),(0.1985936967558605+0j),(-0.000630548464683505+0j)
"(7, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.209996397535317e-09+0j),(-1.4798963888686077e-08+0j),(8.305988479325074e-08+0j),(-1.3835447262274444e-06+0j),(-4.241659581636305e-05+0j),(-0.0022252523478987884+0j),(0.19859369675585922+0j),(15.985462451889122+0j),(-0.10150446558460098+0j)
"(8, 19, 0)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.6370899205048226e-10+0j),(4.392652239451019e-09+0j),(1.3466962303061898e-07+0j),(7.065015322523263e-06+0j),(-0.0006305484646832135+0j),(-0.10150446558460206+0j),(17.994857228415757+0j)
"(0, 19, 1)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1.8479941422715274+0j),(-0.08623451201921993+0j),(0.01441076599781173+0j),(-0.0026475463945743226+0j),(-0.00015477382231162044+0j),(-4.7435705664575544e-06+0j),(8.24582375915939e-08+0j),(-8.0529776989141e-10+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(1, 19, 1)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(2.492004637108665+0j),(-2.8639954739721287+0j),(0.5135640616262035+0j),(-0.09464908424193713+0j),(-0.005533423551929657+0j),(-0.00016959062148007225+0j),(2.9480205635949823e-06+0j),(-2.8790705527674002e-08+0j),(-1.425880967509937e-10+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(2, 19, 1)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.193344051009479+0j),(-2.7711117813791346+0j),(3.9222300654688147+0j),(-1.0612449655684109+0j),(-0.06254933135527661+0j),(-0.0019170773275299935+0j),(3.332485854477153e-05+0j),(-3.2545435985503516e-07+0j),(-1.6118242848933498e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(3, 19, 1)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.01994425136346487+0j),(0.3102401570987698+0j),(-1.217699238243452+0j),(6.645381924501037+0j),(0.7688799888889557+0j),(0.023623960210121527+0j),(-0.0004106598151276326+0j),(4.01055047756963e-06+0j),(1.9862395371358725e-08+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(4, 19, 1)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.0011481139194750654+0j),(-0.017872173438558146+0j),(0.07130491223748252+0j),(-0.7693031836353401+0j),(-8.851888815955977+0j),(-0.5421662417195104+0j),(0.00943173159143326+0j),(-9.211138168617167e-05+0j),(-4.5618491619570404e-07+0j),(7.632923351161523e-10+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(5, 19, 1)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-3.5186116063059755e-05+0j),(0.0005477274452899611+0j),(-0.0021853679478586814+0j),(0.023636746928559313+0j),(0.542166738512339+0j),(10.925471456293963+0j),(-0.37974164986510567+0j),(0.0037095447946613336+0j),(1.8371653752163252e-05+0j),(-3.073960606265393e-08+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(6, 19, 1)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(6.116457864485994e-07+0j),(-9.521232291163329e-06+0j),(3.798859581144714e-05+0j),(-0.0004108820834975637+0j),(-0.00943174017763983+0j),(-0.37974165007245647+0j),(12.960061951618895+0j),(-0.25311799147075315+0j),(-0.0012536793571576858+0j),(2.097666769171903e-06+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(7, 19, 1)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-5.973400915345613e-09+0j),(9.298543732278e-08+0j),(-3.710009485629477e-07+0j),(4.012721179730543e-06+0j),(9.211146554576219e-05+0j),(0.003709544796677358+0j),(-0.2531179914707309+0j),(14.979021910408214+0j),(0.1483650760921867+0j),(-0.00024825105129607297+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(8, 19, 1)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(4.6051439164850407e-10+0j),(-1.8373952301219179e-09+0j),(1.987314344643766e-08+0j),(4.5618532586905103e-07+0j),(1.8371653762518057e-05+0j),(-0.0012536793571694272+0j),(0.14836507609221752+0j),(16.99062794036677+0j),(-0.056857578531942586+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(9, 19, 1)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-7.63292842814255e-10+0j),(-3.073960240125964e-08+0j),(2.0976667680658238e-06+0j),(-0.00024825105128605316+0j),(-0.05685757853193943+0j),(18.998386199812156+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(0, 19, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1.847994142271527+0j),(2.492004637108665+0j),(0.19334405100947866+0j),(-0.01994425136346464+0j),(0.0011481139194751988+0j),(-3.5186116063089266e-05+0j),(6.116457867189661e-07+0j),(-5.9734004327745405e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(1, 19, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.08623451201921974+0j),(-2.8639954739721287+0j),(-2.771111781379134+0j),(0.31024015709877023+0j),(-0.01787217343855793+0j),(0.0005477274452900529+0j),(-9.521232291089398e-06+0j),(9.298543743556232e-08+0j),(4.605146716104879e-10+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(2, 19, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(0.014410765997811518+0j),(0.5135640616262032+0j),(3.922230065468815+0j),(-1.2176992382434526+0j),(0.07130491223748246+0j),(-0.0021853679478589165+0j),(3.798859581126415e-05+0j),(-3.710009486824481e-07+0j),(-1.8373953736088006e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(3, 19, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.002647546394574131+0j),(-0.09464908424193695+0j),(-1.061244965568411+0j),(6.645381924501037+0j),(-0.7693031836353398+0j),(0.023636746928559105+0j),(-0.0004108820834970666+0j),(4.012721179704733e-06+0j),(1.987314356488375e-08+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(4, 19, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-0.00015477382231176363+0j),(-0.005533423551929434+0j),(-0.06254933135527672+0j),(0.7688799888889559+0j),(-8.851888815955977+0j),(0.5421667385123391+0j),(-0.009431740177639803+0j),(9.211146554579073e-05+0j),(4.561853259762314e-07+0j),(-7.632934072224033e-10+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(5, 19, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-4.743570566365255e-06+0j),(-0.0001695906214800103+0j),(-0.0019170773275298438+0j),(0.023623960210121184+0j),(-0.5421662417195106+0j),(10.925471456293963+0j),(-0.3797416500724567+0j),(0.0037095447966767974+0j),(1.837165376252242e-05+0j),(-3.073960253916219e-08+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(6, 19, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(8.245823764728824e-08+0j),(2.94802056366066e-06+0j),(3.332485854506724e-05+0j),(-0.00041065981512761884+0j),(0.009431731591433212+0j),(-0.3797416498651057+0j),(12.960061951618897+0j),(-0.25311799147073044+0j),(-0.0012536793571691993+0j),(2.0976667681685185e-06+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(7, 19, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-8.052980228983975e-10+0j),(-2.8790705540564385e-08+0j),(-3.2545435981108156e-07+0j),(4.010550477241272e-06+0j),(-9.211138168660783e-05+0j),(0.0037095447946612022+0j),(-0.2531179914707531+0j),(14.979021910408214+0j),(0.14836507609221836+0j),(-0.0002482510512862189+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(8, 19, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-1.4258775320965804e-10+0j),(-1.6118240872538015e-09+0j),(1.98623950193852e-08+0j),(-4.5618491572822476e-07+0j),(1.8371653752059497e-05+0j),(-0.0012536793571577328+0j),(0.14836507609218721+0j),(16.99062794036677+0j),(-0.05685757853193985+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(9, 19, 2)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(7.632923668332558e-10+0j),(-3.073960645068454e-08+0j),(2.097666769993625e-06+0j),(-0.0002482510512964334+0j),(-0.056857578531942496+0j),(18.99838619981216+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(0, 19, 3)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(1.847976113059422+0j),(-0.08573803112989235+0j),(0.008700232414105693+0j),(-0.000702818724466367+0j),(2.9147873377729784e-05+0j),(-6.706520338137957e-07+0j),(8.788315523935222e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
"(1, 19, 3)",0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,(-2.4928310429723677+0j),(2.842411458648346+0j),(-0.30760514090247704+0j),(0.02486539244424143+0j),(-0.001031241217962723+0j),(2.372742650522712e-05+0j),(-3.109273063494766e-07+0j),(-2.2099967408232403e-09+0j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j
